gene	log2fc	pval
CNNM2	-0.937	0.1737681
GTF2IRD2	0.762	0.173782
NKAIN2	-0.986	0.1738342
KLF3-AS1	-0.839	0.1740624
DCC	-2.38	0.1740706
TLK2	-0.818	0.1741394
SNAP23	1.19	0.1741768
MDM1	-1.16	0.174207
ZNF322	0.773	0.1742317
TDRKH	-0.783	0.1742394
ESYT3	2.8	0.1742663
COA6	0.772	0.174292
MFSD4A	1.04	0.1742942
PHF21A	0.795	0.1742948
IL1RL1	-1.28	0.1742961
LOC100506497	1.92	0.1743085
NME5	-0.939	0.1743227
PI4K2A	1.85	0.1743628
MAP1LC3A	-0.865	0.1743654
FAM181A	0.78	0.1744272
FNDC5	0.782	0.1744293
MEIS3P1	-0.803	0.1744371
LANCL1	-0.883	0.1744492
TOX2	-0.874	0.1744525
HOXB8	2.7	0.1744584
SRRT	1.22	0.1744627
GPR155	0.756	0.1744686
CADM2	0.958	0.1745507
OTUD1	-2.3	0.1745948
BTLA	2.08	0.1746373
GTF2A2	0.946	0.174681
DBN1	0.825	0.1746846
LOC340017	2.27	0.174717
RNF170	-0.838	0.1747583
SLC30A4	-2.46	0.1747719
GABARAPL1	0.841	0.1748768
TNFRSF9	1.71	0.1748843
ANKFY1	2.78	0.1750532
LINC01088	-1.72	0.1750665
CAPN13	-0.881	0.1750711
TSHZ2	2.34	0.1750786
SEC62	0.996	0.1750826
FCRLA	2.32	0.1751019
ZNF787	2.29	0.1751148
PCDHA10	-0.789	0.1751335
LOC101928269	2.41	0.1751778
FNBP1	-0.794	0.1753912
ANKFN1	-1.38	0.1754246
MIB1	0.765	0.1754885
GPX8	-2.4	0.1754967
APCDD1L-AS1	2.22	0.1755426
RRAGD	1.04	0.175549
AOC1	-1.83	0.1755629
MTCH2	-0.905	0.1755897
HSD17B8	-1.05	0.1755976
AADACP1	1.71	0.1756597
LOC101929645	-2.24	0.1756793
ADAMTS20	2.03	0.1757216
SS18	-0.85	0.1757336
TBC1D8	0.777	0.1757453
LOC100505478	-1.1	0.1757705
HEXIM2	-2.15	0.1758343
ENSA	0.754	0.1758635
IL12A	2.08	0.1758878
C1ORF27	0.786	0.1759656
PXDC1	1.52	0.1759962
THRB	2.54	0.1760724
DDX54	0.784	0.1760799
WBSCR22	1.48	0.176087
FLJ31945	0.952	0.1760941
ZFYVE16	-1.33	0.1761057
EPHA10	1.91	0.1761059
ZNF518A	-1.08	0.1761171
MDGA1	2.46	0.1761739
CIB3	0.911	0.1761818
TSPAN4	-0.826	0.1762353
RBM7	-0.776	0.176236
NFATC1	0.827	0.1762378
IER5L	1.08	0.1762455
ATL3	-1.87	0.1762573
FFAR4	-2.15	0.176271
ATP6V1C1	0.776	0.1762738
ZNF204P	0.802	0.1763212
ZNF813	0.797	0.1763524
GNAT1	1.02	0.1763599
KSR2	1.48	0.1764408
LOC100996634	1.72	0.1764705
LOC101928161	2.37	0.1764773
ALOX12	1.18	0.1764881
KIAA0430	0.857	0.1765136
IGF2BP2-AS1	3.77	0.176595
AMN	2.47	0.1766126
CALB2	0.997	0.1766233
ACHE	1.73	0.1766369
LOC102724162	0.764	0.1767005
LINC00692	3.25	0.1767007
RRBP1	0.747	0.1767022
LOC101928710	-1.34	0.1767106
MELTF	-2.58	0.1767126
COX7B	0.904	0.1767145
TCL1A	2.03	0.1767602
STXBP5	0.842	0.177022
FAM166A	1.4	0.1770902
FBXL16	0.901	0.1770923
B3GNT8	-1.53	0.1771437
CTSG	1.15	0.1771539
STK4	-0.804	0.1773049
GNA15	-0.777	0.1773059
SPRY2	0.876	0.177319
KLRG2	-0.776	0.1773213
HEATR3	-0.863	0.177387
RCOR1	0.81	0.1774236
DIRC2	-1.2	0.1774464
LOC101927884	-1.27	0.1774971
ACSF3	1.88	0.1775035
HOXA11-AS	2.3	0.1775336
ATP8B2	0.787	0.1775483
ZIC4	1.59	0.1775678
C6ORF89	-1.33	0.1777209
LINC00880	2.04	0.1777326
ACE	-1.96	0.1777361
HSDL2	-1.19	0.1777424
ERVH48-1	1.08	0.1777636
LINC01098	3.84	0.1778103
OSER1	0.759	0.1778293
KRT31	1.27	0.1778763
LOC101927608	0.797	0.1779207
UCHL1	0.952	0.1779289
SPIN2A	1.04	0.1779306
LOC101927849	-2.14	0.1780276
ISM1	-0.757	0.1780977
PRSS55	-1.1	0.1781126
MIR100HG	-0.792	0.1781138
ZSCAN1	1.12	0.1781278
RBFA	0.742	0.178155
ZNF268	-1.11	0.1781943
ERN1	-1.79	0.1782556
C2ORF68	-1.15	0.1782756
LINC01085	-1.64	0.1782853
RGN	-0.789	0.1783326
HMGN3-AS1	-1.83	0.1783728
MED30	-1.91	0.1784205
ZNF117	-0.91	0.1784308
HOTTIP	0.79	0.1784355
MRPL9	0.747	0.1784873
LOC729307	1.88	0.1786131
AKAP4	1.63	0.1786839
NEFH	0.827	0.1786936
GPSM3	-1.06	0.1786943
LGALS8-AS1	0.903	0.1787052
NRL	1.28	0.1787058
PCDHGC4	-1.41	0.1787234
PDIA3	-0.758	0.1787447
STAT6	-1.02	0.1787728
NPM1	-0.781	0.1787977
MAN2C1	-0.792	0.1788233
ZFP92	0.881	0.1788291
RWDD3	-1.12	0.1788404
LOC105372526	-0.787	0.1788459
NEU3	-1.53	0.1789584
LINC00841	-1.03	0.1790771
INTU	-1.84	0.179144
APC	-0.951	0.1791527
LRRC17	-1.45	0.1792368
COL27A1	0.926	0.1792947
AVPR1A	-0.982	0.179331
CUL9	1.15	0.1793541
COTL1	-1.0	0.1794873
IQCK	-0.783	0.179538
GOSR2	-0.77	0.1795584
RAD52	-2.09	0.1795938
ANKS4B	-1.28	0.1795994
LDHA	0.97	0.179616
MBD6	-0.985	0.1796247
TAZ	-1.16	0.1796291
DCD	2.39	0.1796454
ELAVL4	0.913	0.1797016
ARMC10	-0.788	0.1797109
USH1C	-2.3	0.1797546
SLC8B1	1.24	0.1797787
TXN	0.865	0.1798254
HECTD4	1.08	0.1798494
DIAPH3	1.37	0.1798769
LINC00675	0.921	0.1798927
PRSS12	1.66	0.1799742
CFAP57	2.39	0.1799817
LVCAT1	2.92	0.1800913
TWISTNB	0.876	0.1801512
MAX	-2.1	0.1801573
NPB	-1.29	0.1801669
PLEKHH1	-1.23	0.18018
TBC1D23	0.846	0.1802092
CCNF	1.05	0.1802421
CASC18	1.1	0.1802663
ACCS	1.16	0.1802749
DENND6B	-1.47	0.1803021
LOC101928433	-2.44	0.180325
RAG2	1.16	0.1803278
DEFB129	3.11	0.180367
C20ORF144	-0.981	0.1803777
SNX11	-0.795	0.1803794
GRIN2B	-1.14	0.1803949
SLC37A4	-1.75	0.1804288
ZBED3-AS1	-1.23	0.1804535
HLA-F	-0.963	0.1804567
AP1S2	-1.19	0.1804581
FBXL3	1.14	0.1805093
ANGPTL7	-1.33	0.1805525
ATG7	-0.802	0.1805993
CA11	1.38	0.1806455
H1FNT	1.24	0.1807376
RAPH1	-0.85	0.1807747
LRRC29	1.32	0.1807766
ADRB1	-0.925	0.180846
CCDC171	2.52	0.1808573
SYK	-1.2	0.1808924
TMEM134	1.87	0.1809175
SGCG	0.91	0.1809246
CLCA1	2.26	0.180931
LINC01314	-0.919	0.1809331
KMT5A	-0.772	0.1809522
NPSR1-AS1	1.75	0.1809591
SFTPD	-1.1	0.1809741
LINC01056	1.04	0.1810078
ZC3H6	1.18	0.1810544
SLC46A1	-0.781	0.1811342
PSMA3	0.797	0.1812027
ATG4B	0.868	0.1812241
LOC101928101	1.22	0.1812761
CAMSAP1	1.05	0.1813011
EPHX2	-1.22	0.1813324
ERVK13-1	2.02	0.1813524
CAMK1	-1.47	0.1813665
EFS	-0.999	0.1813711
LRRTM1	1.22	0.1813852
LINC01213	1.94	0.1814049
CMPK1	0.872	0.1815855
ZDHHC5	1.02	0.1816247
LGALS2	1.41	0.1816262
FLJ37035	2.4	0.1816609
HSPD1	3.0	0.1816655
MIR205	1.7	0.1817064
FBF1	1.98	0.1817106
MUC3	1.13	0.1817137
SRRM5	0.906	0.1817338
C3ORF33	-0.789	0.1817471
NDUFC1	1.0	0.1817585
KIFC1	1.3	0.1817597
TAF5L	0.836	0.1818169
EPHX1	-0.754	0.1818298
KRT79	0.816	0.1818402
ADGRL1	0.763	0.1820049
BBS9	-2.32	0.1820052
MCRIP2	0.848	0.1820596
ALMS1	-0.741	0.1820747
CCT8L2	1.21	0.1820941
BDH2	0.765	0.1821325
STK32A	-1.91	0.1821782
OPCML	1.59	0.1821923
PYCARD	-1.74	0.1822534
C17ORF51	0.81	0.1822972
SNORA71A	2.29	0.1823039
FAF1	-1.07	0.1823368
FBXW2	2.27	0.1823492
LINC01297	1.55	0.18235
MC3R	2.17	0.1823539
GPS1	-0.782	0.1823755
TNFRSF10C	1.85	0.1824271
IRF1	1.03	0.1824309
MIR10A	1.64	0.1824715
RUNDC3A	-0.888	0.1825159
FAM129B	-1.01	0.1826038
C20ORF202	1.67	0.1826078
NIPAL4	-1.18	0.1826123
ZNF528	-1.44	0.1826708
RGS19	-1.05	0.1826752
SLC34A1	-0.769	0.1826926
MIPEPP3	0.803	0.1827177
HIPK2	-0.743	0.1827358
STX6	0.737	0.1827937
PHF19	1.03	0.1829344
NPTX2	1.74	0.1830169
FAM69B	-1.06	0.1830333
DLG5-AS1	1.06	0.1830402
CXCL3	2.05	0.1830536
UBE2B	1.13	0.1830674
RNF128	-0.77	0.1830768
HLA-DOB	-0.877	0.1830802
WDR7	1.58	0.183131
NUP210P1	-0.935	0.1831704
BRD2	0.744	0.183184
SCFD2	-1.03	0.1832073
DDX11	2.33	0.1832137
LOC102725382	-1.74	0.1832997
HHIP	-0.841	0.1833216
LTB4R	0.998	0.183359
N4BP2L1	-0.74	0.1834089
AKT3	-1.14	0.1834418
SUCLA2-AS1	1.61	0.1834501
LINC00487	1.95	0.183499
TMCO3	0.915	0.183511
JAK3	-1.62	0.1835128
ZNF670	1.2	0.1835307
MMP8	3.49	0.1835977
MRLN	2.84	0.183643
HUNK	-1.08	0.1836851
AADAC	2.54	0.1836967
SHISA9	1.25	0.183736
ASMTL	-0.734	0.1837517
HCAR3	-2.73	0.1837989
C22ORF15	2.18	0.1838036
ADAM28	-1.04	0.1838514
PALD1	-0.824	0.1839079
C11ORF70	-2.4	0.1839636
NGB	1.19	0.1839751
KCNJ2-AS1	-2.56	0.1839971
SSR3	-1.12	0.1840164
DNAJB12	-0.853	0.1840846
GLP2R	1.62	0.1841053
GALNT1	-1.25	0.1841349
LINC01504	-2.08	0.1841533
LARGE2	1.34	0.1841653
DUSP14	0.748	0.1841668
TLE2	1.02	0.1841697
ZNF138	1.13	0.1841751
PDGFC	0.879	0.1842137
SCT	1.1	0.1842677
FOXA1	-1.82	0.1843084
ANKEF1	0.936	0.1843242
CLUHP3	1.96	0.1843571
GBGT1	-0.943	0.1843654
PPP3CC	0.988	0.1844255
TIAL1	1.93	0.1844301
LOC400756	0.83	0.1844595
OPRM1	0.932	0.1844818
ULK1	0.903	0.1845559
HOXA13	-2.24	0.1845926
LINC00184	0.98	0.1846058
LRRCC1	-0.836	0.1846392
CUX2	-1.33	0.1846779
STPG1	-1.16	0.1847724
DCST1	0.749	0.1847806
FAM98A	0.868	0.18479
ACTN3	3.24	0.1848027
GABRB3	0.924	0.1848526
ETV6	1.7	0.1848669
PRMT2	0.819	0.1849234
TTC39A	2.23	0.1849332
TTLL5	-0.731	0.1849408
PCNT	0.851	0.1850598
PSPN	1.58	0.1850999
DLK1	-1.34	0.1851254
RGS12	0.835	0.1851575
C14ORF79	-1.57	0.1851655
NKRF	0.765	0.1851843
ADPRH	-0.737	0.1852447
LOC101928307	-0.834	0.1852583
ALX4	-0.877	0.1852672
RDH13	0.775	0.1852735
U2AF1	-0.73	0.1852817
LOC100131581	0.839	0.1852855
CAMK2D	0.984	0.1853182
DNAJB8-AS1	1.75	0.1853397
PANK4	0.828	0.1853749
VWA3A	1.45	0.185434
ASS1	-0.789	0.1854855
PDZD3	-0.931	0.185499
COPB1	0.933	0.1855014
TTC28-AS1	1.33	0.1855043
FAM132A	0.875	0.1856092
PRR32	-2.27	0.1856376
NXPH3	2.81	0.1856998
REG1A	-2.16	0.1857132
GNG12	-0.974	0.1857576
MFAP3	0.784	0.1858251
C11ORF94	2.18	0.1858336
ACOT7	0.733	0.1858708
CEACAM5	-1.52	0.1858719
NEXN	-1.11	0.1859088
LOC102725022	0.768	0.1859422
VSIG4	-1.28	0.1859571
RBAKDN	-1.32	0.1860098
ARHGAP1	-0.835	0.1860782
SPANXB1	2.46	0.1861116
NMU	0.769	0.186116
THOC6	0.76	0.1861721
GOLGA3	0.757	0.1862173
HTR7P1	1.04	0.186278
LOC101927814	-1.76	0.1862846
MDS2	2.02	0.1862918
FAM213A	1.01	0.1863012
LOC653160	1.83	0.186339
VPS50	-1.05	0.1863693
DNALI1	-1.22	0.18637
ZPBP	0.851	0.1863864
LOC339352	-0.804	0.1864904
TEX26	-0.846	0.1865798
GRM1	2.37	0.1865843
GPR4	-1.55	0.1865994
LOC284788	0.807	0.1866566
RBM12B	0.987	0.1867317
TAS2R38	1.91	0.1868733
LOC285147	1.29	0.1868915
BFAR	0.723	0.1869266
PAQR5	-0.741	0.1869752
TRIM51	1.02	0.1869753
HDGF	0.769	0.1869966
SLC25A12	1.28	0.187026
FANCC	0.763	0.1870464
MOS	1.08	0.1870656
HNRNPA0	0.94	0.1870852
FAM220A	1.08	0.1870916
NLE1	-1.9	0.1871705
CETN1	1.05	0.1871821
CFAP97	1.83	0.1872055
AHSA1	0.756	0.1872166
CASP6	-1.01	0.1872284
LOC101927358	2.21	0.1872329
HEMK1	-1.28	0.1872347
ZNF319	-0.888	0.1872635
CPEB4	-1.24	0.1872847
DERL1	0.788	0.1872955
MRC1	-1.16	0.1873162
STAMBPL1	-1.28	0.18736
GRM2	1.33	0.1874081
A2MP1	1.0	0.1874217
ELAVL1	0.784	0.1874627
HSPA5	0.931	0.1875302
IL1RL2	1.95	0.1875664
CREBZF	0.775	0.1875852
NAPEPLD	-0.874	0.1876057
LOC101928012	-1.49	0.1876325
POU2F2	0.835	0.1877208
HAVCR1P1	-1.88	0.1878422
P4HA2	0.827	0.1878565
DIO3	-1.55	0.18788
CNTRL	-0.857	0.1879033
LOC105370888	0.836	0.1879475
CBX3P2	-2.03	0.187954
SNORA78	1.38	0.1879871
LOC101060391	0.835	0.1880132
CTCFL	3.81	0.1881618
LOC101927204	-0.751	0.1881722
NOB1	0.785	0.1882131
TP53INP1	2.34	0.1882347
AP1M1	-0.787	0.1882625
MTG2	0.767	0.1883215
IFT80	0.778	0.1883352
LINC01144	-1.14	0.1883652
CRACR2A	1.37	0.188394
MAK	1.45	0.1883987
ZNF527	1.59	0.1884463
NEMP1	-0.948	0.1884531
FDX1	0.825	0.1884607
ZNF587	-0.739	0.1884609
LINC00540	-1.02	0.188461
ZNF385A	0.878	0.1885448
DDX46	0.937	0.1885542
CDH19	0.908	0.1885608
USP6NL	1.89	0.1887747
HEY1	-0.84	0.1887772
SLC25A18	0.769	0.1887842
RAB37	1.52	0.1887964
GPSM2	0.94	0.1888018
RER1	-0.802	0.1888302
DUXAP10	-1.87	0.188858
DPY19L1	0.739	0.1888697
FBXO39	3.76	0.1889571
LINC01339	-0.834	0.1889719
KIR2DL1	1.0	0.1890151
DNPH1	0.874	0.1890457
OSGIN1	2.13	0.1890482
LOC100507291	-1.56	0.1891414
WHSC1	0.757	0.1891645
COX6A1	1.01	0.1892313
FAM53B	0.759	0.1893324
SERPINA12	0.762	0.1894895
LOC101930657	0.736	0.1895412
TIMM17A	-3.18	0.1895554
FMO3	-1.99	0.1896185
LOC100288798	0.862	0.189692
ARNTL2	1.66	0.1897416
MED13	1.03	0.1897419
KRT81	1.03	0.1897903
AP2A1	-0.724	0.1899145
C20ORF194	-0.775	0.1899241
PPP2R2D	1.08	0.1900158
UTP23	-1.13	0.1901052
PTPN22	-1.15	0.1901347
CASC17	1.17	0.190173
NIT2	-0.812	0.1902746
GJB5	0.747	0.1902857
GPI	0.732	0.1902954
ACSL6	1.03	0.1903763
RAB4B	0.96	0.1904842
LOC105369705	0.873	0.1905575
PRRC2C	0.762	0.1905598
RNASET2	1.03	0.1905905
APOA4	1.58	0.1905954
KATNBL1	0.766	0.1906163
GABBR1	0.775	0.1906679
PIAS2	0.978	0.1907615
SYTL3	1.22	0.190763
TMEM161B-AS1	1.05	0.1907953
TIMM23B	-0.786	0.1908656
GPC4	-0.88	0.1908835
C8ORF76	0.744	0.190927
FECH	-1.34	0.1909615
POLR3K	2.52	0.1909956
TMEM107	-0.775	0.1910028
NLN	-0.732	0.1910751
NUDT14	1.8	0.1910817
FCHSD1	1.98	0.191191
YBX3	1.35	0.1912064
LRRC55	-1.54	0.1913054
C1ORF56	0.799	0.1913732
C16ORF74	1.63	0.1913904
GPR143	-1.81	0.191427
TMEM14B	-0.748	0.1915064
TMBIM4	-0.745	0.191516
C10ORF88	0.792	0.1915233
SLC1A4	-0.91	0.1915331
BRINP1	1.35	0.191611
AKT2	-1.18	0.1916146
ABLIM3	-0.862	0.1916224
IPO5	1.15	0.1916743
INF2	-1.87	0.1916953
TSC22D3	-0.766	0.1917191
DPYSL4	2.12	0.1917218
CIDEA	0.84	0.1917728
FAM120B	0.731	0.1918397
AKIRIN1	-0.903	0.1918526
YWHAZ	-0.712	0.1919186
LOC100130452	1.68	0.1919566
SLC43A3	0.924	0.1919798
LOC105378732	-1.74	0.1922032
LOC101927553	1.41	0.1922326
LOC151760	2.07	0.1922467
BCAT1	1.54	0.1922711
SEC23IP	-0.713	0.1922912
LOC101927138	1.19	0.1922959
NKIRAS2	-0.817	0.1922963
BPIFC	-1.17	0.192398
FAM9B	-1.04	0.1924599
USP40	-0.875	0.1924646
IFNAR1	2.13	0.1924671
LOC399900	0.923	0.1925326
ATXN2L	-2.45	0.1925379
ACO1	0.817	0.1925514
ELF2	0.721	0.1926157
LINC01128	-1.73	0.1926185
LOC101928590	0.742	0.1926453
TMEM184A	0.73	0.1926962
LOC101929586	0.907	0.1927154
GJB3	-1.35	0.1927381
ZMYM5	-0.929	0.1927636
SCAF1	-1.23	0.192776
UQCRC2	-0.732	0.1928567
CAPZB	-0.755	0.19286
LOC340107	0.821	0.1928638
VPS13B	-2.05	0.1928801
NUAK1	0.891	0.1929182
TAS2R41	1.07	0.1929581
ADAM19	0.877	0.1929932
CARNS1	-1.74	0.1929935
PAXBP1-AS1	-1.02	0.1930082
PHKG2	-1.96	0.1930572
SLC4A7	1.35	0.193112
C9ORF135	-1.73	0.1931281
AA06	0.961	0.1931549
ABLIM1	-1.95	0.1932444
WNT16	0.737	0.1933578
KRTAP4-2	0.714	0.193385
YBX2	-1.18	0.1934275
LOC100129112	2.68	0.193436
MACROD2	2.74	0.1936157
LOC101927123	1.81	0.1936618
EMILIN3	-1.43	0.1937185
SOX2-OT	-1.02	0.193753
LOC100287704	2.48	0.1937593
CLTCL1	-0.827	0.193774
MS4A7	-1.13	0.1937956
RNF214	-1.86	0.1938057
TEX26-AS1	1.54	0.1938174
LOC150005	1.67	0.1938259
GPLD1	1.45	0.1938334
UNC5D	1.12	0.1938644
SVEP1	-2.08	0.1939017
DTNA	-1.4	0.1939052
DACH2	0.813	0.1939324
SUN3	-1.21	0.1939733
DGAT2	1.04	0.1939924
DHX37	1.71	0.1940154
KIF24	1.67	0.1941253
WDR61	-0.747	0.1941442
NDEL1	0.784	0.1942116
USP33	-0.86	0.1942281
TRAM2	-0.965	0.194246
SULT1A1	-0.737	0.1942661
CSTL1	0.808	0.1943783
STAT4	0.847	0.1943833
LOC105375640	2.73	0.1943965
FOXRED1	-0.752	0.1944004
CFLAR-AS1	-1.46	0.1945543
KCNG2	0.832	0.1945872
FAM83E	-0.921	0.1946083
THBS2	0.986	0.1946249
SCARA5	2.24	0.194669
SLC44A5	-0.801	0.194694
DCAF4L2	1.92	0.1947016
FAM187B	1.39	0.1947152
LINC00889	-1.74	0.1948795
ZNF654	-0.802	0.1949042
SPATA24	-1.26	0.1949227
BRAF	0.776	0.1949891
ADD2	0.963	0.1949936
ABHD16B	0.707	0.1950166
C18ORF21	0.842	0.1950233
CLCC1	-0.976	0.1950438
LOC101928303	-1.07	0.1950945
PRDM1	1.5	0.1951794
MANF	0.897	0.1951872
CHODL	-1.9	0.1951906
LCP2	0.987	0.1952195
EML4	0.813	0.1952477
SRGAP1	-0.72	0.1952577
ZMYND12	-1.8	0.1954084
PASK	0.953	0.1954504
DEF6	-1.77	0.1954723
MS4A8	2.39	0.1954737
ATP5O	2.15	0.1955295
TEX36	-1.61	0.1955888
SIGLEC7	0.878	0.1956379
NLRP13	2.56	0.1956582
MARK1	0.708	0.1957487
ZNF599	-1.01	0.1957492
NKTR	0.833	0.1957827
BAG1	0.735	0.1957953
RASEF	-1.7	0.1958115
CENPE	-1.8	0.195846
DOCK9	-0.738	0.1958535
LINC01360	2.16	0.195968
LOC101927507	1.33	0.195973
LINC00176	0.866	0.1959811
CACNB1	0.844	0.1959879
SUMF1	-0.792	0.1960664
RAB23	-0.79	0.196088
PPP3R2	-1.58	0.1961836
LINC00645	-2.92	0.1961897
ART1	0.909	0.1962177
LOC145694	2.03	0.1962483
TTC12	-1.49	0.1962601
MYCL	-1.58	0.1962604
C2CD2L	-2.0	0.1962619
PTOV1-AS2	-1.08	0.1963225
DHX38	0.724	0.196372
LOC101929148	1.86	0.1963737
DKKL1	0.93	0.1963797
RSPH4A	-1.93	0.1964152
STON1	-0.959	0.1964386
EDDM3A	2.25	0.1964871
TCEA1	1.49	0.196555
ZNF333	-1.25	0.1965828
NOCT	2.82	0.1965888
LOC105370475	1.72	0.1966184
HLA-A	-0.998	0.1967238
CDK13	0.84	0.1967302
PAK1	1.55	0.1967932
DNAL4	-0.808	0.1968026
GSE1	0.833	0.1968239
TMEM86A	-1.32	0.1968279
MAFG	1.36	0.1968545
LOC100131262	1.02	0.1968806
PNP	0.742	0.1969113
CTNS	-1.68	0.1969127
NPY	0.802	0.1969705
HMHB1	0.775	0.1970134
MYOZ2	-1.82	0.1970505
IL22	2.4	0.1970586
PRMT8	0.915	0.1971058
TGFBR2	-0.942	0.1971359
OIT3	2.07	0.1971422
CD48	-1.9	0.1971639
C6ORF25	-1.28	0.1971733
LCE2B	1.72	0.1972032
ELF1	-1.11	0.1972737
CEP131	-1.98	0.1972938
DMRT2	-1.01	0.1973152
LINC01119	1.02	0.1973458
PURB	-1.94	0.197358
VPS13C	0.726	0.1973819
SDK1	0.827	0.1973871
AASS	-1.66	0.197449
PDLIM4	1.22	0.1975135
BCAP29	-0.738	0.1975726
MCUR1	0.847	0.1975759
TLR7	0.728	0.1976245
LINC00421	1.07	0.1976477
DDX56	0.719	0.1976911
MRPS18A	-0.845	0.1977507
IGFBP5	-0.868	0.1977652
LOC101927417	2.73	0.1978038
SEPT4	-0.934	0.1978234
OGDH	-0.811	0.197834
CACNA1D	-1.3	0.1978529
C1ORF74	1.21	0.197955
ADAMTS12	-1.12	0.1979836
LOC100129175	-2.79	0.1979886
AGRN	1.76	0.197991
LOC642852	-0.736	0.1979915
LINC01169	2.06	0.1980108
LINC01222	-0.761	0.1980894
LINC01419	1.01	0.1981522
CENPJ	0.823	0.198169
ZNF252P-AS1	-0.708	0.1982202
RPS15A	0.8	0.198222
SLC7A11	-1.49	0.1983251
PKD1P1	0.801	0.1983372
PTCRA	1.85	0.1983999
CDC14C	1.65	0.1984326
RPL36A	1.24	0.1984783
EDARADD	1.9	0.1985344
RNF125	-1.22	0.1985664
ATP13A4	-2.33	0.1986246
TCEAL1	0.725	0.1986311
HTATSF1P2	-1.2	0.1987238
VAPB	-0.705	0.1987981
GCSAML-AS1	2.35	0.1988207
PGR	-1.03	0.1988613
TBC1D22A	-1.81	0.1988626
MBNL1-AS1	-0.967	0.1989322
FBXO28	0.708	0.1990312
MAP1LC3B2	-1.03	0.1990457
UGGT1	-0.963	0.1990579
CCDC173	-1.18	0.1991733
TOPORS	0.747	0.1992786
COMMD10	-1.6	0.1993036
NDST1	-0.849	0.1993795
LINC01268	-1.11	0.1993896
ADD1	0.801	0.1994076
GTF2H3	-0.967	0.1994817
WDR18	-0.871	0.1995135
C1ORF210	1.71	0.1996081
NSMAF	0.879	0.1996409
FRMD4B	0.799	0.1996418
TBC1D29	-1.46	0.1997106
NOX4	1.12	0.1997147
DYNC1I1	1.05	0.199725
REL	0.717	0.1997257
USP31	-1.66	0.1997722
CRLS1	-0.842	0.1997751
CDH9	-1.72	0.1997884
KDELR2	0.735	0.1998123
LOC101927166	-0.912	0.1998229
ZNF641	-1.08	0.1998494
TAOK1	0.899	0.1998608
FAM122C	1.12	0.1998961
GTPBP1	-0.785	0.1999057
STPG3	1.2	0.1999773
WDR20	0.747	0.1999899
ZYG11B	0.843	0.2000303
CACNB4	1.15	0.2001042
GSC	0.706	0.2001322
HTR2A	-0.954	0.2002643
DMBX1	-3.31	0.2003269
FAXDC2	-0.797	0.2003285
MCFD2	1.11	0.2003994
ZCCHC11	-1.22	0.2004055
CLYBL-AS1	2.98	0.2004125
KCNU1	2.25	0.2004875
MFSD6	-0.73	0.2005166
MARCH1	-1.4	0.2005494
SYNC	-0.8	0.2005681
LOC100506286	1.08	0.200591
GPR61	-1.75	0.2006305
LOC101927734	1.63	0.2006962
PDS5B	0.791	0.2006994
CNOT3	-0.73	0.2007625
HTR3A	0.748	0.2007869
RBMS3	-1.94	0.2007949
LOC200772	0.939	0.2008241
RBM20	-1.34	0.2008486
TADA2B	-0.967	0.2008961
IL1F10	0.747	0.2009041
ADCY1	1.37	0.2009557
CNTN5	2.52	0.2009648
LOC100506122	1.45	0.2010819
MRPL38	1.72	0.2010998
FOXL1	1.35	0.2011059
PICALM	-0.976	0.2011068
KCNAB3	0.846	0.2011503
OPRL1	0.931	0.2012082
RBPMS	1.19	0.2012239
GTF3C3	1.01	0.2012358
UCHL5	2.17	0.2012394
SAV1	-1.03	0.2012621
ITPK1-AS1	0.732	0.2012644
ATP4B	-0.722	0.2012763
FBXO11	-1.8	0.2012797
SLC35D3	-2.3	0.2013078
ANO1	-2.28	0.2013329
DNAJC2	-1.86	0.2013332
FUT8-AS1	-1.57	0.2013438
CAMK1D	-1.99	0.2013615
CALD1	0.959	0.2013991
IPO11	1.56	0.201429
TRAPPC11	-0.695	0.201438
STOM	-2.34	0.2014387
LINC00919	-1.79	0.2015059
RPUSD2	-0.868	0.2015577
TEX38	-0.705	0.2016233
LINC00663	-1.19	0.201646
DPYSL5	-0.793	0.201649
HMMR	-2.45	0.2017485
POLR2L	-0.951	0.2018047
SLC10A7	-2.52	0.2018379
TMEM69	-0.947	0.2018481
C5ORF66-AS1	3.03	0.2018504
PPP1R27	0.749	0.2018522
CTDSPL2	0.962	0.2018945
SAMD12	-2.6	0.2019133
WFDC12	2.07	0.2019512
KRAS	-1.09	0.2019807
FAM185A	0.856	0.2020915
PRKD3	-1.43	0.2021057
LINC00698	-0.725	0.2021233
CHST15	2.3	0.2021249
MTF1	0.804	0.2021671
MICALL1	-0.97	0.2021806
ZNF780B	-0.954	0.2022053
LOC728114	1.08	0.2022692
HACD2	-0.743	0.2022748
SH3PXD2B	0.784	0.2022978
DKFZP586B0319	-0.788	0.2023657
MCM7	0.815	0.2024669
MALSU1	0.704	0.2025187
CILP2	-2.13	0.2026324
EP400	-1.26	0.2026496
BMP8B	1.61	0.2026837
ZCCHC4	0.993	0.2026856
DEPTOR	-0.749	0.2027916
AGPAT3	-0.861	0.2027991
PRO2958	2.2	0.2028401
ICAM5	-0.742	0.2028489
AGAP9	-0.705	0.2028704
CCDC116	0.719	0.2028758
NBPF3	-0.993	0.2028845
ZBED5-AS1	-0.89	0.2029518
LOC101927876	-1.3	0.2029725
