ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
225446_at	0.998	0.9479483	-6.93e-02	-5.713	-3.35e-02	BRWD1	bromodomain and WD repeat domain containing 1
232700_at	0.998	0.9479561	-6.93e-02	-5.713	-3.25e-02		
1563559_at	0.998	0.9480097	-6.92e-02	-5.713	-1.15e-01	FMN1	formin 1
1552878_at	0.998	0.9480267	-6.92e-02	-5.713	-8.50e-02	ATOH7	atonal bHLH transcription factor 7
238372_s_at	0.998	0.9480284	6.92e-02	-5.713	7.46e-02		
201320_at	0.998	0.9480291	-6.92e-02	-5.713	-3.34e-02	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2
229673_at	0.998	0.9480312	6.92e-02	-5.713	3.21e-02	GPATCH2L	G-patch domain containing 2 like
209692_at	0.998	0.9480474	6.92e-02	-5.713	3.19e-02	EYA2	EYA transcriptional coactivator and phosphatase 2
202363_at	0.998	0.9480529	-6.92e-02	-5.713	-3.23e-02	SPOCK1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1
211569_s_at	0.998	0.948087	6.91e-02	-5.713	3.72e-02	HADH	hydroxyacyl-CoA dehydrogenase
235299_at	0.998	0.9481076	-6.91e-02	-5.713	-3.57e-02	SLC41A2	solute carrier family 41 member 2
241252_at	0.998	0.9481186	6.91e-02	-5.713	1.34e-01	ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2
224708_at	0.998	0.9481417	6.91e-02	-5.713	3.58e-02	KIAA2013	KIAA2013
1566465_at	0.998	0.9481459	6.91e-02	-5.713	5.02e-02	KCNK1	potassium two pore domain channel subfamily K member 1
1563721_at	0.998	0.9481787	-6.90e-02	-5.713	-8.32e-02		
224989_at	0.998	0.9482132	-6.90e-02	-5.713	-3.20e-02	SMIM14	small integral membrane protein 14
1555943_at	0.998	0.9482736	6.89e-02	-5.713	6.09e-02	PGAM5	PGAM family member 5, mitochondrial serine/threonine protein phosphatase
208842_s_at	0.998	0.9482758	-6.89e-02	-5.713	-3.19e-02	GORASP2	golgi reassembly stacking protein 2
230569_at	0.998	0.9482795	-6.89e-02	-5.713	-4.17e-02	CFAP97	cilia and flagella associated protein 97
209448_at	0.998	0.9483136	-6.88e-02	-5.713	-5.80e-02	HTATIP2	HIV-1 Tat interactive protein 2
220137_at	0.998	0.9483411	-6.88e-02	-5.713	-3.64e-02	LOC101928274///VSIG10	uncharacterized LOC101928274///V-set and immunoglobulin domain containing 10
1558983_at	0.998	0.9483544	6.88e-02	-5.713	5.65e-02	LRRC41	leucine rich repeat containing 41
230028_at	0.998	0.9483861	6.87e-02	-5.713	4.12e-02	KIAA0907	KIAA0907
208917_x_at	0.998	0.9483972	-6.87e-02	-5.713	-4.51e-02	NADK	NAD kinase
223643_at	0.998	0.9484111	-6.87e-02	-5.713	-4.05e-02	CRYGS	crystallin gamma S
234604_at	0.998	0.9484116	6.87e-02	-5.713	5.09e-02		
209282_at	0.998	0.9484175	6.87e-02	-5.713	3.54e-02	PRKD2	protein kinase D2
211543_s_at	0.998	0.9484661	-6.86e-02	-5.713	-4.20e-02	GRK6	G protein-coupled receptor kinase 6
238126_at	0.998	0.9484721	-6.86e-02	-5.713	-5.44e-02	APTR	Alu-mediated CDKN1A/p21 transcriptional regulator (non-protein coding)
221690_s_at	0.998	0.9484723	6.86e-02	-5.713	7.18e-02	NLRP2	NLR family pyrin domain containing 2
224054_at	0.998	0.9484963	-6.86e-02	-5.713	-1.34e-01		
200673_at	0.998	0.9485297	6.85e-02	-5.713	3.52e-02	LAPTM4A	lysosomal protein transmembrane 4 alpha
208946_s_at	0.998	0.9485312	6.85e-02	-5.713	3.24e-02	BECN1	beclin 1
1557963_at	0.998	0.948541	-6.85e-02	-5.713	-3.37e-02	CDC42BPB	CDC42 binding protein kinase beta
241771_at	0.998	0.9485451	-6.85e-02	-5.713	-3.53e-02	RIMBP2	RIMS binding protein 2
240835_at	0.998	0.9485528	6.85e-02	-5.713	6.51e-02		
209907_s_at	0.998	0.9485695	-6.85e-02	-5.713	-3.37e-02	ITSN2	intersectin 2
227205_at	0.998	0.9485765	6.85e-02	-5.713	3.29e-02	TAF1	TATA-box binding protein associated factor 1
244026_at	0.998	0.9485914	6.85e-02	-5.713	7.70e-02		
1560089_at	0.998	0.9486089	-6.84e-02	-5.713	-3.40e-02	SLC25A25-AS1	SLC25A25 antisense RNA 1
218692_at	0.998	0.9486722	-6.84e-02	-5.713	-7.76e-02	SYBU	syntabulin
228408_s_at	0.998	0.9487107	6.83e-02	-5.713	3.56e-02	SDAD1	SDA1 domain containing 1
222361_at	0.998	0.9487129	-6.83e-02	-5.713	-6.74e-02	TUBBP5	tubulin beta pseudogene 5
1562914_a_at	0.998	0.9487234	-6.83e-02	-5.713	-4.81e-02	LINC00905	long intergenic non-protein coding RNA 905
243929_at	0.998	0.9487357	6.83e-02	-5.713	1.90e-01		
1570352_at	0.998	0.948737	-6.83e-02	-5.713	-4.92e-02	ATM	ATM serine/threonine kinase
46142_at	0.998	0.9487376	6.83e-02	-5.713	3.33e-02	LMF1	lipase maturation factor 1
201832_s_at	0.998	0.9487627	-6.82e-02	-5.713	-3.42e-02	USO1	USO1 vesicle transport factor
242779_at	0.998	0.9488059	-6.82e-02	-5.713	-3.94e-02		
239384_at	0.998	0.9488214	6.82e-02	-5.713	3.80e-02	SRSF1	serine and arginine rich splicing factor 1
217118_s_at	0.998	0.948842	-6.81e-02	-5.713	-3.19e-02	KIAA0930	KIAA0930
1557402_at	0.998	0.9488709	-6.81e-02	-5.713	-9.26e-02	ZKSCAN8	zinc finger with KRAB and SCAN domains 8
212829_at	0.998	0.9488728	-6.81e-02	-5.713	-4.94e-02	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
1562463_at	0.998	0.9489147	-6.80e-02	-5.713	-5.32e-02	LOC101929260	uncharacterized LOC101929260
207224_s_at	0.998	0.9489398	6.80e-02	-5.713	6.35e-02	SIGLEC7	sialic acid binding Ig like lectin 7
200862_at	0.998	0.948943	-6.80e-02	-5.713	-6.54e-02	DHCR24	24-dehydrocholesterol reductase
208602_x_at	0.998	0.9489452	-6.80e-02	-5.713	-4.35e-02	CD6	CD6 molecule
204327_s_at	0.998	0.9489486	6.80e-02	-5.713	4.75e-02	ZNF202	zinc finger protein 202
215087_at	0.998	0.948951	6.80e-02	-5.713	9.81e-02	C15orf39	chromosome 15 open reading frame 39
1554606_at	0.998	0.9489599	6.80e-02	-5.713	4.79e-02	CEP120	centrosomal protein 120
212751_at	0.998	0.9489881	-6.79e-02	-5.713	-4.28e-02	UBE2N	ubiquitin conjugating enzyme E2 N
223723_at	0.998	0.9489936	-6.79e-02	-5.713	-5.07e-02	MELTF	melanotransferrin
226208_at	0.998	0.9489973	6.79e-02	-5.713	3.64e-02	ZSWIM6	zinc finger SWIM-type containing 6
203309_s_at	0.998	0.9490681	6.78e-02	-5.713	4.41e-02	HPS1	HPS1, biogenesis of lysosomal organelles complex 3 subunit 1
1570158_at	0.998	0.9491269	-6.78e-02	-5.713	-5.30e-02		
228541_x_at	0.998	0.9491309	6.77e-02	-5.713	3.40e-02	NGRN	neugrin, neurite outgrowth associated
215630_at	0.998	0.9491355	-6.77e-02	-5.713	-9.22e-02		
200907_s_at	0.998	0.9491404	6.77e-02	-5.713	7.81e-02	PALLD	palladin, cytoskeletal associated protein
1564444_at	0.998	0.949157	-6.77e-02	-5.713	-4.29e-02	LOC100130264	uncharacterized LOC100130264
223337_at	0.998	0.9491932	-6.77e-02	-5.713	-3.50e-02	CWC27	CWC27 spliceosome associated protein homolog
218936_s_at	0.998	0.9492196	-6.76e-02	-5.713	-3.53e-02	CCDC59	coiled-coil domain containing 59
244146_at	0.998	0.9493308	6.75e-02	-5.713	3.15e-02	DTWD1	DTW domain containing 1
235369_at	0.998	0.9493955	-6.74e-02	-5.713	-4.06e-02	C14orf28	chromosome 14 open reading frame 28
217716_s_at	0.998	0.9494079	-6.74e-02	-5.713	-3.13e-02	SEC61A1	Sec61 translocon alpha 1 subunit
218520_at	0.998	0.9494206	6.74e-02	-5.713	3.31e-02	TBK1	TANK binding kinase 1
214606_at	0.998	0.949425	6.74e-02	-5.713	8.07e-02	TSPAN2	tetraspanin 2
236517_at	0.998	0.9494356	-6.73e-02	-5.713	-4.68e-02	MEGF10	multiple EGF like domains 10
230328_at	0.998	0.9494367	6.73e-02	-5.713	3.89e-02	LOC101930306///RRN3P1///RRN3P2///RRN3	uncharacterized LOC101930306///RRN3 homolog, RNA polymerase I transcription factor pseudogene 1///RRN3 homolog, RNA polymerase I transcription factor pseudogene 2///RRN3 homolog, RNA polymerase I transcription factor
226043_at	0.998	0.9494403	-6.73e-02	-5.713	-3.97e-02	GPSM1	G-protein signaling modulator 1
39891_at	0.998	0.9494601	6.73e-02	-5.713	3.26e-02	ZNF710	zinc finger protein 710
1553656_at	0.998	0.9495011	-6.73e-02	-5.713	-6.66e-02	TECTB	tectorin beta
205055_at	0.998	0.9495093	6.72e-02	-5.713	3.10e-02	ITGAE	integrin subunit alpha E
1552960_at	0.998	0.9495384	6.72e-02	-5.713	6.00e-02	LRRC15	leucine rich repeat containing 15
200076_s_at	0.998	0.9495723	6.72e-02	-5.713	3.46e-02	KXD1	KxDL motif containing 1
227561_at	0.998	0.9495873	-6.71e-02	-5.713	-3.11e-02	DDR2	discoidin domain receptor tyrosine kinase 2
211532_x_at	0.998	0.949634	-6.71e-02	-5.713	-3.56e-02	KIR2DS2	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2
223431_at	0.998	0.9496695	6.70e-02	-5.713	3.28e-02	BLOC1S4	biogenesis of lysosomal organelles complex 1 subunit 4
1558711_at	0.998	0.9497606	-6.69e-02	-5.713	-1.17e-01	FAM13A-AS1	FAM13A antisense RNA 1
209787_s_at	0.998	0.9497611	6.69e-02	-5.713	3.19e-02	HMGN4	high mobility group nucleosomal binding domain 4
209976_s_at	0.998	0.9497729	-6.69e-02	-5.713	-7.90e-02	CYP2E1	cytochrome P450 family 2 subfamily E member 1
225636_at	0.998	0.949784	6.69e-02	-5.713	5.12e-02	STAT2	signal transducer and activator of transcription 2
220683_at	0.998	0.9497865	-6.69e-02	-5.713	-1.05e-01	RDH8	retinol dehydrogenase 8 (all-trans)
236043_at	0.998	0.9498135	6.68e-02	-5.713	4.75e-02	LOC100130175///BBIP1	uncharacterized LOC100130175///BBSome interacting protein 1
1557703_at	0.998	0.9498395	6.68e-02	-5.713	7.03e-02	MARCH7	membrane associated ring-CH-type finger 7
1562073_at	0.998	0.9498419	6.68e-02	-5.713	9.80e-02	LOC101927815	uncharacterized LOC101927815
213957_s_at	0.998	0.9498781	-6.67e-02	-5.713	-3.51e-02	CEP350	centrosomal protein 350
219744_at	0.998	0.9499353	-6.67e-02	-5.713	-1.26e-01	FN3K	fructosamine 3 kinase
225042_s_at	0.998	0.9499535	-6.66e-02	-5.713	-4.28e-02	CSRNP2	cysteine and serine rich nuclear protein 2
224023_s_at	0.998	0.9499833	6.66e-02	-5.713	3.08e-02	BRK1	BRICK1, SCAR/WAVE actin nucleating complex subunit
230778_at	0.998	0.9499986	-6.66e-02	-5.713	-4.73e-02		
205263_at	0.998	0.9500078	6.66e-02	-5.713	3.12e-02	BCL10	B-cell CLL/lymphoma 10
226331_at	0.998	0.9500259	-6.66e-02	-5.713	-3.71e-02	BBX	BBX, HMG-box containing
207261_at	0.998	0.9500286	-6.65e-02	-5.713	-4.15e-02	CNGA3	cyclic nucleotide gated channel alpha 3
214665_s_at	0.998	0.9500333	6.65e-02	-5.713	4.21e-02	CHP1	calcineurin like EF-hand protein 1
1555499_a_at	0.998	0.9500506	-6.65e-02	-5.713	-6.78e-02	IFNLR1	interferon lambda receptor 1
236071_at	0.998	0.9500634	-6.65e-02	-5.713	-9.21e-02	C9orf135-AS1	C9orf135 antisense RNA 1 (head to head)
210884_s_at	0.998	0.9501053	-6.64e-02	-5.713	-5.14e-02	SPAG11A	sperm associated antigen 11A
201952_at	0.998	0.9501252	-6.64e-02	-5.713	-3.83e-02	ALCAM	activated leukocyte cell adhesion molecule
239005_at	0.998	0.950145	6.64e-02	-5.713	3.65e-02		
233228_at	0.998	0.9501691	6.64e-02	-5.713	3.11e-02		
212319_at	0.998	0.9501765	6.64e-02	-5.713	3.96e-02	SGSM2	small G protein signaling modulator 2
46167_at	0.998	0.9502088	-6.63e-02	-5.713	-3.27e-02	MROH7-TTC4///TTC4	MROH7-TTC4 readthrough (NMD candidate)///tetratricopeptide repeat domain 4
203578_s_at	0.998	0.9502136	-6.63e-02	-5.713	-6.14e-02	SLC7A6	solute carrier family 7 member 6
200807_s_at	0.998	0.9502142	6.63e-02	-5.713	3.47e-02	HSPD1	heat shock protein family D (Hsp60) member 1
208321_s_at	0.998	0.9502265	-6.63e-02	-5.713	-4.68e-02	CABP1	calcium binding protein 1
203709_at	0.998	0.9502391	6.63e-02	-5.713	3.05e-02	PHKG2	phosphorylase kinase catalytic subunit gamma 2
201110_s_at	0.998	0.9502688	-6.62e-02	-5.713	-5.83e-02	THBS1	thrombospondin 1
208132_x_at	0.998	0.950269	-6.62e-02	-5.713	-3.06e-02	PRRC2A	proline rich coiled-coil 2A
209309_at	0.998	0.9502827	-6.62e-02	-5.713	-5.35e-02	AZGP1	alpha-2-glycoprotein 1, zinc-binding
230396_at	0.998	0.9503184	6.62e-02	-5.713	8.29e-02	SAMM50	SAMM50 sorting and assembly machinery component
227142_at	0.998	0.9503522	6.61e-02	-5.713	6.69e-02	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5
241705_at	0.998	0.9503773	-6.61e-02	-5.713	-5.04e-02	ABCA5	ATP binding cassette subfamily A member 5
1555278_a_at	0.998	0.9503845	-6.61e-02	-5.713	-3.04e-02	CKAP5	cytoskeleton associated protein 5
225505_s_at	0.998	0.9504583	6.60e-02	-5.713	3.80e-02	PCED1A	PC-esterase domain containing 1A
206779_s_at	0.998	0.9504978	-6.59e-02	-5.713	-5.50e-02	ASMT	acetylserotonin O-methyltransferase
233889_at	0.998	0.9505013	6.59e-02	-5.713	7.85e-02	TBX18	T-box 18
202052_s_at	0.998	0.9505577	-6.58e-02	-5.713	-3.32e-02	RAI14	retinoic acid induced 14
1556345_s_at	0.998	0.9505625	6.58e-02	-5.713	4.74e-02		
201181_at	0.998	0.9505672	-6.58e-02	-5.713	-3.55e-02	GNAI3	G protein subunit alpha i3
232254_at	0.998	0.9505768	6.58e-02	-5.713	3.39e-02		
225132_at	0.998	0.9506048	-6.58e-02	-5.713	-3.79e-02	FBXL3	F-box and leucine rich repeat protein 3
215929_at	0.998	0.9506077	6.58e-02	-5.713	3.34e-02	LINC00837	long intergenic non-protein coding RNA 837
1560964_at	0.998	0.9506206	-6.58e-02	-5.713	-8.81e-02		
209083_at	0.998	0.9506327	6.57e-02	-5.713	4.71e-02	CORO1A	coronin 1A
1554564_a_at	0.998	0.9506397	6.57e-02	-5.713	3.75e-02	SPPL3	signal peptide peptidase like 3
226048_at	0.998	0.9506473	-6.57e-02	-5.713	-4.75e-02	MAPK8	mitogen-activated protein kinase 8
210667_s_at	0.998	0.9506515	6.57e-02	-5.713	3.71e-02	C21orf33	chromosome 21 open reading frame 33
203388_at	0.998	0.9506878	-6.57e-02	-5.713	-4.44e-02	ARRB2	arrestin beta 2
234560_at	0.998	0.9506961	-6.57e-02	-5.713	-4.19e-02		
1554513_s_at	0.998	0.9506977	-6.57e-02	-5.713	-4.26e-02	CEP89	centrosomal protein 89
206412_at	0.998	0.9507277	-6.56e-02	-5.713	-3.53e-02	FER	FER tyrosine kinase
233087_at	0.998	0.9507683	6.56e-02	-5.713	5.12e-02	FBXL17	F-box and leucine rich repeat protein 17
1557578_at	0.998	0.950781	6.55e-02	-5.713	7.68e-02	PHLDB2	pleckstrin homology like domain family B member 2
1557810_at	0.998	0.9507873	6.55e-02	-5.713	3.93e-02		
221843_s_at	0.998	0.9508042	6.55e-02	-5.713	8.43e-02	TLDC1	TBC/LysM-associated domain containing 1
210837_s_at	0.998	0.9508175	6.55e-02	-5.713	4.94e-02	PDE4D	phosphodiesterase 4D
229414_at	0.998	0.950831	-6.55e-02	-5.713	-5.45e-02	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1
216095_x_at	0.998	0.9508428	-6.55e-02	-5.713	-3.22e-02	MTMR1	myotubularin related protein 1
238884_at	0.998	0.9508676	6.54e-02	-5.713	6.43e-02		
1564192_at	0.998	0.9509252	6.54e-02	-5.713	1.20e-01		
201197_at	0.998	0.950927	-6.54e-02	-5.713	-3.75e-02	AMD1	adenosylmethionine decarboxylase 1
210810_s_at	0.998	0.9509448	6.53e-02	-5.713	5.08e-02	SLC6A5	solute carrier family 6 member 5
1569405_at	0.998	0.9509708	6.53e-02	-5.713	3.65e-02	LOC102724708	uncharacterized LOC102724708
203908_at	0.998	0.9509767	6.53e-02	-5.713	5.13e-02	SLC4A4	solute carrier family 4 member 4
1560715_at	0.998	0.9509879	6.53e-02	-5.713	4.57e-02	P4HA3	prolyl 4-hydroxylase subunit alpha 3
201523_x_at	0.998	0.9509951	-6.53e-02	-5.713	-3.01e-02	UBE2N	ubiquitin conjugating enzyme E2 N
226642_s_at	0.998	0.9510008	6.53e-02	-5.713	3.78e-02	NUDCD2	NudC domain containing 2
211537_x_at	0.998	0.9510019	-6.53e-02	-5.713	-3.29e-02	MAP3K7	mitogen-activated protein kinase kinase kinase 7
218907_s_at	0.998	0.9510129	6.52e-02	-5.713	4.27e-02	LRRC61	leucine rich repeat containing 61
207218_at	0.998	0.9510202	6.52e-02	-5.713	3.88e-02	F9	coagulation factor IX
1566111_at	0.998	0.9510256	-6.52e-02	-5.713	-3.38e-02	PIEZO1	piezo type mechanosensitive ion channel component 1
203294_s_at	0.998	0.9510522	6.52e-02	-5.713	3.66e-02	LMAN1	lectin, mannose binding 1
1560485_at	0.998	0.9510849	6.51e-02	-5.713	6.09e-02	HIVEP1	human immunodeficiency virus type I enhancer binding protein 1
223814_at	0.998	0.9510956	6.51e-02	-5.713	4.57e-02	TRNT1	tRNA nucleotidyl transferase 1
219229_at	0.998	0.9511076	-6.51e-02	-5.713	-3.36e-02	SLCO3A1	solute carrier organic anion transporter family member 3A1
235578_at	0.998	0.9511788	6.50e-02	-5.713	4.61e-02	ABCC9	ATP binding cassette subfamily C member 9
1557586_s_at	0.998	0.9512281	-6.49e-02	-5.713	-3.79e-02	ATP6V1H	ATPase H+ transporting V1 subunit H
224049_at	0.998	0.9512324	-6.49e-02	-5.713	-3.22e-02	KCNK17	potassium two pore domain channel subfamily K member 17
204417_at	0.998	0.9512361	-6.49e-02	-5.713	-3.69e-02	GALC	galactosylceramidase
209231_s_at	0.998	0.9512458	6.49e-02	-5.713	3.78e-02	DCTN5	dynactin subunit 5
212937_s_at	0.998	0.9512503	6.49e-02	-5.713	5.23e-02	COL6A1	collagen type VI alpha 1 chain
203271_s_at	0.998	0.9512559	-6.49e-02	-5.713	-4.11e-02	UNC119	unc-119 lipid binding chaperone
212250_at	0.998	0.9512811	6.49e-02	-5.713	3.64e-02	MTDH	metadherin
206765_at	0.998	0.9513161	6.48e-02	-5.713	4.65e-02	KCNJ2	potassium voltage-gated channel subfamily J member 2
239551_at	0.998	0.9513236	6.48e-02	-5.713	1.34e-01		
1562716_at	0.998	0.9513293	6.48e-02	-5.713	4.40e-02	LOC284632	uncharacterized LOC284632
212861_at	0.998	0.9513295	-6.48e-02	-5.713	-4.00e-02	MFSD5	major facilitator superfamily domain containing 5
1561271_at	0.998	0.951332	-6.48e-02	-5.713	-3.08e-02	CCDC144CP	coiled-coil domain containing 144C, pseudogene
242375_x_at	0.998	0.9513532	6.48e-02	-5.713	3.84e-02	LOC101929036///PAH	uncharacterized LOC101929036///phenylalanine hydroxylase
236926_at	0.998	0.9513731	6.48e-02	-5.713	3.39e-02	TBX1	T-box 1
48580_at	0.998	0.9513805	-6.47e-02	-5.713	-3.27e-02	CXXC1	CXXC finger protein 1
232751_at	0.998	0.9514298	6.47e-02	-5.713	3.27e-02	RBBP9	RB binding protein 9, serine hydrolase
213103_at	0.998	0.9514308	-6.47e-02	-5.713	-5.05e-02	STARD13	StAR related lipid transfer domain containing 13
224555_x_at	0.998	0.9514636	6.46e-02	-5.713	5.92e-02	IL37	interleukin 37
202806_at	0.998	0.9514718	-6.46e-02	-5.713	-3.25e-02	DBN1	drebrin 1
236323_at	0.998	0.951526	6.46e-02	-5.713	9.66e-02	PVRL3-AS1	PVRL3 antisense RNA 1
238185_at	0.998	0.951544	-6.45e-02	-5.713	-3.96e-02		
213146_at	0.998	0.951552	-6.45e-02	-5.713	-3.78e-02	KDM6B	lysine demethylase 6B
1561053_at	0.998	0.9515604	6.45e-02	-5.713	7.48e-02		
218061_at	0.998	0.9515835	6.45e-02	-5.713	3.08e-02	MEA1	male-enhanced antigen 1
1560694_at	0.998	0.9515945	6.45e-02	-5.713	3.39e-02	SFT2D1	SFT2 domain containing 1
229586_at	0.998	0.9515984	-6.45e-02	-5.713	-4.61e-02	CHD9	chromodomain helicase DNA binding protein 9
221547_at	0.998	0.9516052	-6.44e-02	-5.713	-3.02e-02	PRPF18	pre-mRNA processing factor 18
219609_at	0.998	0.9516126	6.44e-02	-5.713	9.95e-02	WDR25	WD repeat domain 25
203436_at	0.998	0.9516367	-6.44e-02	-5.713	-3.10e-02	RPP30	ribonuclease P/MRP subunit p30
225810_at	0.998	0.9516489	-6.44e-02	-5.713	-3.43e-02	MTMR10	myotubularin related protein 10
1562476_at	0.998	0.9516494	6.44e-02	-5.713	9.79e-02		
213243_at	0.998	0.951714	6.43e-02	-5.713	3.24e-02	VPS13B	vacuolar protein sorting 13 homolog B
1553691_at	0.998	0.9517251	6.43e-02	-5.713	6.31e-02	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2
241355_at	0.998	0.951732	6.43e-02	-5.713	3.02e-02	HR	hair growth associated
206433_s_at	0.998	0.9517403	6.43e-02	-5.713	3.15e-02	SPOCK3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3
214042_s_at	0.998	0.951766	6.42e-02	-5.713	2.99e-02	RPL22	ribosomal protein L22
204735_at	0.998	0.9517736	-6.42e-02	-5.713	-5.27e-02	PDE4A	phosphodiesterase 4A
1559091_s_at	0.998	0.9518022	-6.42e-02	-5.713	-8.42e-02	FGD2	FYVE, RhoGEF and PH domain containing 2
240833_at	0.998	0.9518086	-6.42e-02	-5.713	-7.95e-02		
1555581_a_at	0.998	0.9518429	-6.41e-02	-5.713	-1.33e-01	TP63	tumor protein p63
223358_s_at	0.998	0.9518664	-6.41e-02	-5.713	-4.49e-02	PDE7A	phosphodiesterase 7A
1554408_a_at	0.998	0.9518892	-6.41e-02	-5.713	-3.75e-02	TK1	thymidine kinase 1
225982_at	0.998	0.9518958	-6.41e-02	-5.713	-4.20e-02	UBTF	upstream binding transcription factor, RNA polymerase I
1554167_a_at	0.998	0.9519226	6.40e-02	-5.713	3.25e-02	GOLGA7	golgin A7
218631_at	0.998	0.9519421	-6.40e-02	-5.713	-3.11e-02	AVPI1	arginine vasopressin induced 1
200775_s_at	0.998	0.9519542	-6.40e-02	-5.713	-3.44e-02	HNRNPK	heterogeneous nuclear ribonucleoprotein K
1561481_at	0.998	0.9520688	6.38e-02	-5.713	6.02e-02	LOC101928435	uncharacterized LOC101928435
204625_s_at	0.998	0.9520712	6.38e-02	-5.713	5.15e-02	ITGB3	integrin subunit beta 3
237298_at	0.998	0.9520851	6.38e-02	-5.713	1.32e-01	FLJ26850	FLJ26850 protein
236070_at	0.998	0.9521031	-6.38e-02	-5.713	-4.31e-02	C2orf81	chromosome 2 open reading frame 81
230349_at	0.998	0.9521137	-6.38e-02	-5.713	-6.89e-02	XKRX	XK related, X-linked
222827_s_at	0.998	0.9521169	-6.38e-02	-5.713	-3.60e-02	KLHL41	kelch like family member 41
212559_at	0.998	0.952127	6.37e-02	-5.713	4.05e-02	PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta
212353_at	0.998	0.9521477	6.37e-02	-5.713	5.95e-02	SULF1	sulfatase 1
205871_at	0.998	0.9521629	-6.37e-02	-5.713	-6.57e-02	PLGLB1///PLGLB2	plasminogen-like B1///plasminogen-like B2
229406_at	0.998	0.9521836	6.37e-02	-5.713	2.11e-01	RBFOX3	RNA binding protein, fox-1 homolog 3
201858_s_at	0.998	0.9522036	-6.36e-02	-5.713	-4.98e-02	SRGN	serglycin
244478_at	0.998	0.952214	-6.36e-02	-5.713	-3.18e-02	LRRC37A3	leucine rich repeat containing 37 member A3
229920_at	0.998	0.9522162	-6.36e-02	-5.713	-3.86e-02	RBCK1	RANBP2-type and C3HC4-type zinc finger containing 1
205593_s_at	0.998	0.9522237	-6.36e-02	-5.713	-3.90e-02	PDE9A	phosphodiesterase 9A
226112_at	0.998	0.9522295	6.36e-02	-5.713	3.22e-02	SGCB	sarcoglycan beta
242970_at	0.998	0.952253	-6.36e-02	-5.713	-4.32e-02	DIP2B	disco interacting protein 2 homolog B
201562_s_at	0.998	0.9522858	-6.35e-02	-5.713	-3.93e-02	SORD	sorbitol dehydrogenase
244707_at	0.998	0.9522957	6.35e-02	-5.713	8.50e-02		
226178_at	0.998	0.9522978	-6.35e-02	-5.713	-3.16e-02	SOCS4	suppressor of cytokine signaling 4
207444_at	0.998	0.9523139	-6.35e-02	-5.713	-3.71e-02	SLC22A13	solute carrier family 22 member 13
1561042_at	0.998	0.9523198	-6.35e-02	-5.713	-6.30e-02	CASC7///AGO2	cancer susceptibility candidate 7 (non-protein coding)///argonaute 2, RISC catalytic component
217994_x_at	0.998	0.9523309	6.35e-02	-5.713	4.16e-02	MIR6727///CPSF3L	microRNA 6727///cleavage and polyadenylation specific factor 3-like
230984_s_at	0.998	0.9523394	6.35e-02	-5.713	3.10e-02		
207283_at	0.998	0.9523635	6.34e-02	-5.713	3.34e-02	RPL23AP32	ribosomal protein L23a pseudogene 32
221426_s_at	0.998	0.9523639	6.34e-02	-5.713	3.45e-02	OR3A3	olfactory receptor family 3 subfamily A member 3
217883_at	0.998	0.9523704	6.34e-02	-5.713	2.94e-02	MMADHC	methylmalonic aciduria and homocystinuria, cblD type
225284_at	0.998	0.9523841	6.34e-02	-5.713	3.30e-02	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3
1569956_at	0.998	0.9523903	6.34e-02	-5.713	4.56e-02	MYLK	myosin light chain kinase
230018_at	0.998	0.9524035	6.34e-02	-5.713	2.99e-02	DPP9	dipeptidyl peptidase 9
201941_at	0.998	0.9524392	-6.33e-02	-5.713	-4.03e-02	CPD	carboxypeptidase D
208870_x_at	0.998	0.9524486	-6.33e-02	-5.713	-3.10e-02	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1
209693_at	0.998	0.9524747	-6.33e-02	-5.713	-3.53e-02	ASTN2	astrotactin 2
241581_at	0.998	0.9525191	6.32e-02	-5.713	3.30e-02		
1562577_at	0.998	0.9525253	-6.32e-02	-5.713	-4.50e-02		
1555800_at	0.998	0.9525389	6.32e-02	-5.713	1.87e-01	ZNF385B	zinc finger protein 385B
220072_at	0.998	0.9525399	6.32e-02	-5.713	4.41e-02	CSPP1	centrosome and spindle pole associated protein 1
226361_at	0.998	0.9525429	6.32e-02	-5.713	3.46e-02	TMEM42	transmembrane protein 42
200009_at	0.998	0.952557	6.32e-02	-5.713	3.38e-02	GDI2	GDP dissociation inhibitor 2
234716_at	0.998	0.9525683	6.32e-02	-5.713	7.27e-02	ZIC1	Zic family member 1
233832_at	0.998	0.9525772	-6.31e-02	-5.713	-3.01e-02		
